,tweet id,text,created at,preprocessed tweets,sentiment scores,sentiment
10,1.00159e+18,"@noah23354905 Even if fake, it's a better fake name than Pokemon Lets Go",2018-05-29 22:28:36+00:00,"@user Even if fake, it's a better fake name than Pokemon Lets Go",[0.3587322  0.45114633 0.19012152],Neutral
11,1.00159e+18,"@JonasTh31 @leonatorius @FirefanLP Pokemon Lets Go! Amiibo Adventure
1 Milliarde Dislikes auf dem YouTube-Video, das Internet implodiert",2018-05-29 22:28:02+00:00,"@user @user @user Pokemon Lets Go! Amiibo Adventure
1 Milliarde Dislikes auf dem YouTube-Video, das Internet implodiert",[0.01908614 0.5761855  0.4047283 ],Neutral
12,1.00159e+18,New #fallout5 maybe inbound. Possibly #PokemonLetsGoPikachu switch reveal. Let’s gooo nerds. My body and soul is ready!!!!!! https://t.co/e1egBsc01C,2018-05-29 22:26:15+00:00,New #fallout5 maybe inbound. Possibly #PokemonLetsGoPikachu switch reveal. Let’s gooo nerds. My body and soul is ready!!!!!! http,[0.00144678 0.02910238 0.96945095],Positive
13,1.00158e+18,@NGameTheCube Pokemon Lets Go Caterpie!!! !♡,2018-05-29 21:53:35+00:00,@user Pokemon Lets Go Caterpie!!! !♡,[0.00151506 0.03748547 0.96099955],Positive
14,1.00157e+18,Small doodle while I should instead be studying my Japanese lol. I'm too hyped for #PokemonLetsGo. https://t.co/6b6uBRRA35,2018-05-29 21:15:06+00:00,Small doodle while I should instead be studying my Japanese lol. I'm too hyped for #PokemonLetsGo. http,[0.00474997 0.03655035 0.95869964],Positive
15,1.00157e+18,"🚨 BREAKING 🚨

The Pokemon Switch Reveal Event could potentially be less than 4 HOURS away! #PokemonLetsGo #PokemonSwitch

Full Details HERE: ➡️ https://t.co/lLVtNgR8dS https://t.co/0dUEn6cuc4",2018-05-29 21:01:03+00:00,"🚨 BREAKING 🚨

The Pokemon Switch Reveal Event could potentially be less than 4 HOURS away! #PokemonLetsGo #PokemonSwitch

Full Details HERE: ➡️ http http",[0.00254624 0.28756133 0.70989245],Positive
16,1.00157e+18,Pokemon Lets Go! Back to Kanto! Fire Red Randomizer Nuzlocke Episode 3 https://t.co/AnnuYiaPgU,2018-05-29 21:00:08+00:00,Pokemon Lets Go! Back to Kanto! Fire Red Randomizer Nuzlocke Episode 3 http,[0.00234589 0.26027414 0.73738015],Positive
17,1.00157e+18,Wait for Pokemon announcement like  #Pokemon #PokemonLetsGoPikachu #PokemonLetsGoEevee #PokemonDirect #Nintendo https://t.co/YU68yh9zbn,2018-05-29 20:47:19+00:00,Wait for Pokemon announcement like  #Pokemon #PokemonLetsGoPikachu #PokemonLetsGoEevee #PokemonDirect #Nintendo http,[0.0034858  0.26785085 0.72866327],Positive
18,1.00156e+18,"If they ever make a live action Pokémon they should focus on an original story rather than trying to retell the anime. That’s like my opinion though. 

#Pokemon
#PokemonLetsGoEevee 
#PokemonLetsGoPikachu",2018-05-29 20:38:50+00:00,"If they ever make a live action Pokémon they should focus on an original story rather than trying to retell the anime. That’s like my opinion though. 

#Pokemon
#PokemonLetsGoEevee 
#PokemonLetsGoPikachu",[0.12640515 0.7582025  0.11539233],Neutral
19,1.00156e+18,"My Top 10 Hopes and Predictions for Pokemon Lets Go Pikachu and Lets Go Eevee, the rumoured titles for Pokemon on Switch:  https://t.co/NFZv2LI6QO https://t.co/UseKNH0tbN",2018-05-29 20:31:58+00:00,"My Top 10 Hopes and Predictions for Pokemon Lets Go Pikachu and Lets Go Eevee, the rumoured titles for Pokemon on Switch:  http http",[0.00285553 0.347923   0.6492215 ],Positive
20,1.00156e+18,Regarding the lets go games. Emily had this to say #PokemonSwitch #PokemonLetsGo #pokemon https://t.co/Bdn8HkeOUQ,2018-05-29 20:15:58+00:00,Regarding the lets go games. Emily had this to say #PokemonSwitch #PokemonLetsGo #pokemon http,[0.00803074 0.7517643  0.24020499],Neutral
21,1.00155e+18,"@Rigpop420 10 am jst press event for pokemon. Apparently this is what king zell says. He according to Emily Rogers speaks the truth and if it is true, Pokemon Lets Go Pikachu is a mainline side game (not gen 8)
Here is the link to 4chan ma dude https://t.co/WnIRil59la",2018-05-29 19:59:18+00:00,"@user 10 am jst press event for pokemon. Apparently this is what king zell says. He according to Emily Rogers speaks the truth and if it is true, Pokemon Lets Go Pikachu is a mainline side game (not gen 8)
Here is the link to 4chan ma dude http",[0.00900807 0.70142305 0.28956875],Neutral
22,1.00155e+18,"If it's true then... WOAH! It would start at 3 a.m. in Germany though, I can't stay up this late 😢
#PokemonLetsGoPikachu #PokemonLetsGoEevee https://t.co/4xLmcN6oDE",2018-05-29 19:46:14+00:00,"If it's true then... WOAH! It would start at 3 a.m. in Germany though, I can't stay up this late 😢
#PokemonLetsGoPikachu #PokemonLetsGoEevee http",[0.16826817 0.41860634 0.4131255 ],Neutral
23,1.00155e+18,@pixelpar POKEMON LETS GO! CATERPIE,2018-05-29 19:40:01+00:00,@user POKEMON LETS GO! CATERPIE,[0.00722175 0.17186223 0.8209162 ],Positive
24,1.00155e+18,"@pixelpar HOly shit

Pokemon Lets Go Pikachu and Lets Go Pikachu and one year later pokemon lets go caterpie

Omg you are a genius",2018-05-29 19:39:08+00:00,"@user HOly shit

Pokemon Lets Go Pikachu and Lets Go Pikachu and one year later pokemon lets go caterpie

Omg you are a genius",[0.11716527 0.4043124  0.47852245],Positive
25,1.00154e+18,I'm literally so excited for this Jappanse #Pokemon announcement tomorrow! I plan on investing A LOT of my future into Pokemon over the next few years with this channel. This is a significant step in the right direction #PokemonGO #PokemonLetsGoPikachu #PokemonLetsGoEevee,2018-05-29 19:21:42+00:00,I'm literally so excited for this Jappanse #Pokemon announcement tomorrow! I plan on investing A LOT of my future into Pokemon over the next few years with this channel. This is a significant step in the right direction #PokemonGO #PokemonLetsGoPikachu #PokemonLetsGoEevee,[0.00164916 0.00762722 0.9907235 ],Positive
26,1.00154e+18,"When do you think Pokemon Switch, allegedly titled Pokemon Let's GO Pikachu and Eevee, will be revealed? #PokemonSwitch #PokemonLetsGo",2018-05-29 19:13:27+00:00,"When do you think Pokemon Switch, allegedly titled Pokemon Let's GO Pikachu and Eevee, will be revealed? #PokemonSwitch #PokemonLetsGo",[0.00408741 0.67708457 0.31882796],Neutral
27,1.00154e+18,"so, it wasn't pokemon that said it, but a tv show that has connections to pokemon and claims to have ""shocking"" news. they'll probably say, "" a brand new pokemon game called pokemon lets go pikachu and lets go eevee is coming soon! more details at e3!"" or something like that",2018-05-29 18:57:34+00:00,"so, it wasn't pokemon that said it, but a tv show that has connections to pokemon and claims to have ""shocking"" news. they'll probably say, "" a brand new pokemon game called pokemon lets go pikachu and lets go eevee is coming soon! more details at e3!"" or something like that",[0.03262086 0.76619345 0.20118575],Neutral
28,1.00154e+18,"I´m sooooo hyped!! I hope Pokemon Switch will be fine &lt;3 
#pokemon #pikachu #chibi #kawaii #kemono #pokemonswitch #PokemonLetsGo https://t.co/NqdrJUaVv8",2018-05-29 18:51:07+00:00,"I´m sooooo hyped!! I hope Pokemon Switch will be fine &lt;3 
#pokemon #pikachu #chibi #kawaii #kemono #pokemonswitch #PokemonLetsGo http",[0.00141785 0.01180414 0.986778  ],Positive
29,1.00153e+18,"RUMOR: We won't have to wait until Thursday for the Pokemon Switch Reveal, according to Emily Rogers!

She also expects reactions to be be mixed or divisive. #PokemonSwitch #PokemonLetsGo https://t.co/2zbvgbgtaF",2018-05-29 18:37:10+00:00,"RUMOR: We won't have to wait until Thursday for the Pokemon Switch Reveal, according to Emily Rogers!

She also expects reactions to be be mixed or divisive. #PokemonSwitch #PokemonLetsGo http",[0.02115955 0.64588815 0.33295232],Neutral
30,1.00152e+18,"psyduck!

#PokemonGoFest2018 
#PokemonGOarplus 
#PokemonGOAR
#PokemonGO 
#psyduck
#pikachu 
#PokemonLetsGoPikachu 
#PokemonLetsGoEevee 
#PokemonUltraSunMoon https://t.co/DqhRxr4dSc",2018-05-29 17:57:25+00:00,"psyduck!

#PokemonGoFest2018 
#PokemonGOarplus 
#PokemonGOAR
#PokemonGO 
#psyduck
#pikachu 
#PokemonLetsGoPikachu 
#PokemonLetsGoEevee 
#PokemonUltraSunMoon http",[0.01451184 0.72431743 0.26117077],Neutral
31,1.00152e+18,GUYS! #PokemonDirect #PokemonLetsGo #Pokemon https://t.co/xXtNMrjbTm,2018-05-29 17:32:33+00:00,GUYS! #PokemonDirect #PokemonLetsGo #Pokemon http,[0.00227708 0.1452808  0.8524422 ],Positive
32,1.00152e+18,"@FolagoR By the way, Mr.TwitchPrime, there is a Pokémon Direct coming up tomorrow at 4 a.m. PDT! Who's ready for more #PokemonLetsGoPikachu #PokemonLetsGoEevee? https://t.co/OTCFJhODpc 

Stay tuned!!!",2018-05-29 17:28:46+00:00,"@user By the way, Mr.TwitchPrime, there is a Pokémon Direct coming up tomorrow at 4 a.m. PDT! Who's ready for more #PokemonLetsGoPikachu #PokemonLetsGoEevee? http 

Stay tuned!!!",[0.00125456 0.06139744 0.9373478 ],Positive
33,1.00151e+18,MAJOR NEWS!! Pokemon Switch REVEAL BEFORE MAY 31st Pokemon Lets GO Pikac... https://t.co/GFTJp6IkuT via @YouTube,2018-05-29 17:20:32+00:00,MAJOR NEWS!! Pokemon Switch REVEAL BEFORE MAY 31st Pokemon Lets GO Pikac... http via @user,[0.00181475 0.19488485 0.8033004 ],Positive
34,1.00151e+18,"Thing that I will do when #PokemonLetsGoPikachu and #PokemonLetsGoEevee release
1. Deposit Pikachu or Eevee in the boxes forever
2. Pick new starter as my partner
3. If there is no new starter but just old Kanto Starter
4. Deposit old Kanto in the boxes forever like Pika/Eevee",2018-05-29 17:16:33+00:00,"Thing that I will do when #PokemonLetsGoPikachu and #PokemonLetsGoEevee release
1. Deposit Pikachu or Eevee in the boxes forever
2. Pick new starter as my partner
3. If there is no new starter but just old Kanto Starter
4. Deposit old Kanto in the boxes forever like Pika/Eevee",[0.02020342 0.68697643 0.2928201 ],Neutral
35,1.00151e+18,My clinic moved this weekend. Take a look at my view. @anthnplana 💪#PokemonGo #PokemonGOAdventureWeek #PokemonLetsGo https://t.co/hdVFbU94T2,2018-05-29 17:05:58+00:00,My clinic moved this weekend. Take a look at my view. @user 💪#PokemonGo #PokemonGOAdventureWeek #PokemonLetsGo http,[0.0022037  0.19315486 0.80464137],Positive
36,1.00151e+18,"""Emily Rogers confirms again: Pokémon Switch will be announced the 30th of May""
Jeez i can not handle the HYPE!
#Pokemon #PokemonLetsGoPikachu #PokemonLetsGOEevee #NintendoSwitch #PokemonLetsGo #PokemonDirect #PokemonSwitch",2018-05-29 17:03:02+00:00,"""Emily Rogers confirms again: Pokémon Switch will be announced the 30th of May""
Jeez i can not handle the HYPE!
#Pokemon #PokemonLetsGoPikachu #PokemonLetsGOEevee #NintendoSwitch #PokemonLetsGo #PokemonDirect #PokemonSwitch",[0.03811227 0.26062712 0.7012607 ],Positive
37,1.00151e+18,"@bethesda and @Pokemon both teasing so hard right now, i cant take it imma explode! D:
#PokemonSwitch #PokemonLetsGo #Bethesda #StarField",2018-05-29 16:54:47+00:00,"@user and @user both teasing so hard right now, i cant take it imma explode! D:
#PokemonSwitch #PokemonLetsGo #Bethesda #StarField",[0.20550439 0.25437787 0.54011774],Positive
38,1.0015e+18,His face every time they say it. #PokemonLetsGo https://t.co/DKWiNTBfPR,2018-05-29 16:16:10+00:00,His face every time they say it. #PokemonLetsGo http,[0.01043588 0.57403904 0.41552508],Neutral
39,1.0015e+18,@ConnorEatsPants @Pokemon Oh my giddy gosh they said a phrase people commonly use Pokemon Lets Go confirmed hype loloololl ayayyyay,2018-05-29 16:11:58+00:00,@user @user Oh my giddy gosh they said a phrase people commonly use Pokemon Lets Go confirmed hype loloololl ayayyyay,[0.00209164 0.02583494 0.9720735 ],Positive
40,1.00149e+18,"Lets party! and play bayblade or Pokemon GO!

@Google #googledevs #mangodevs #VForce #Grevolution #Engine #Gear #gotacatchemall #PokemonLetsGo https://t.co/wiSjuYDQA9",2018-05-29 16:03:44+00:00,"Lets party! and play bayblade or Pokemon GO!

@Google #googledevs #mangodevs #VForce #Grevolution #Engine #Gear #gotacatchemall #PokemonLetsGo http",[0.00478993 0.23798418 0.75722575],Positive
41,1.00149e+18,Emily Rogers: Pokemon Let’s Go To Be Announced Before Thursday https://t.co/2NpTSHxZsy https://t.co/wjwoVUwb0U,2018-05-29 15:50:49+00:00,Emily Rogers: Pokemon Let’s Go To Be Announced Before Thursday http http,[0.00307375 0.8437094  0.15321685],Neutral
42,1.00149e+18,"So, according to Emily Rogers, the big Pokémon news will come out before Thursday (will not be revealed at Oha Suta) and it might not be a direct 🤨

#PokemonLetsGo #PokemonLetsGoPikachu #PokemonLetsGoEevee #NintendoSwitch #PokemonSwitch",2018-05-29 15:44:44+00:00,"So, according to Emily Rogers, the big Pokémon news will come out before Thursday (will not be revealed at Oha Suta) and it might not be a direct 🤨

#PokemonLetsGo #PokemonLetsGoPikachu #PokemonLetsGoEevee #NintendoSwitch #PokemonSwitch",[0.1376394  0.78955543 0.07280509],Neutral
43,1.00149e+18,@Pokemon LETS GO!!,2018-05-29 15:27:50+00:00,@user LETS GO!!,[0.00414243 0.08371527 0.91214234],Positive
44,1.00149e+18,Pokemon Lets go will be announced this week. True or false ? https://t.co/mrEXH57uwk,2018-05-29 15:27:04+00:00,Pokemon Lets go will be announced this week. True or false ? http,[0.01279936 0.85254586 0.13465482],Neutral
45,1.00148e+18,"An example of what to expect.
https://t.co/je6JBARWB2
#PokemonLetsGo",2018-05-29 15:22:25+00:00,"An example of what to expect.
https://t.co/je6JBARWB2
#PokemonLetsGo",[0.02067919 0.7147874  0.2645334 ],Neutral
46,1.00148e+18,"I was hoping it was real, but turns out it was a dream I had seeing the trailer for #Pokemonletsgo",2018-05-29 15:17:23+00:00,"I was hoping it was real, but turns out it was a dream I had seeing the trailer for #Pokemonletsgo",[0.13159499 0.6212801  0.24712494],Neutral
47,1.00148e+18,"@pokexperto @pokebeach_wpm Actually, I did 😃 It’s in French but your name was quoted when I wrote it. All the credit is for you man : https://t.co/ypJueXQajV",2018-05-29 15:16:36+00:00,"@user @user Actually, I did 😃 It’s in French but your name was quoted when I wrote it. All the credit is for you man : http",[0.00341584 0.0596463  0.9369378 ],Positive
48,1.00148e+18,Right let's settle this. The big reveal is coming Thursday 31st May and the titles #PokemonLetsGoPikachu and #PokemonLetsGoEevee could be revealed! Which version will you be playing? #PokemonSwitch,2018-05-29 15:13:22+00:00,Right let's settle this. The big reveal is coming Thursday 31st May and the titles #PokemonLetsGoPikachu and #PokemonLetsGoEevee could be revealed! Which version will you be playing? #PokemonSwitch,[0.00377649 0.40721747 0.589006  ],Positive
49,1.00148e+18,"IT'S HAPPENING! Japanese Variety Show, Oha Suta, will share ""shocking"" Pokémon news, which is listed as ""a moment a new story begins"". Episode is due to air on Thursday 31st May. Timings are:

7:05 am JST
11:05 pm BST

#PokemonSwitch #PokemonLetsGoPikachu #PokemonLetsGoEevee",2018-05-29 15:00:44+00:00,"IT'S HAPPENING! Japanese Variety Show, Oha Suta, will share ""shocking"" Pokémon news, which is listed as ""a moment a new story begins"". Episode is due to air on Thursday 31st May. Timings are:

7:05 am JST
11:05 pm BST

#PokemonSwitch #PokemonLetsGoPikachu #PokemonLetsGoEevee",[0.00555321 0.4194382  0.5750085 ],Positive
50,1.00148e+18,Thursday could literally be the best day ever or it could be an actual disappointment. Please bro @Pokemon don't fail me now! #PokemonSwitch #PokemonLetsGoPikachu #PokemonLetsGoEevee,2018-05-29 14:58:07+00:00,Thursday could literally be the best day ever or it could be an actual disappointment. Please bro @user don't fail me now! #PokemonSwitch #PokemonLetsGoPikachu #PokemonLetsGoEevee,[0.04242597 0.07670166 0.8808724 ],Positive
51,1.00148e+18,"All the Pokemon accounts have published this video of the Pikachu Valley, is this a simple troll from Nintendo that knows how much the fans are waiting for the #PokemonSwitch official announcement, or actually a hint at #PokemonLetsGoPikachu? More to follow this week... https://t.co/GwaPs2be3U",2018-05-29 14:48:10+00:00,"All the Pokemon accounts have published this video of the Pikachu Valley, is this a simple troll from Nintendo that knows how much the fans are waiting for the #PokemonSwitch official announcement, or actually a hint at #PokemonLetsGoPikachu? More to follow this week... http",[0.05688107 0.77024937 0.17286962],Neutral
52,1.00147e+18,SO to @PokemonGOHubNet for adding on to the Nintendo Switch Hype!! All signs point towards an official reveal tomorrow.➡️ Keep an eye on my channel If your interested!#PokemonLetsGoPikachu #PokemonLetsGoEevee #PokemonGO https://t.co/qnA4GQCCbf,2018-05-29 14:34:39+00:00,SO to @user for adding on to the Nintendo Switch Hype!! All signs point towards an official reveal tomorrow.➡️ Keep an eye on my channel If your interested!#PokemonLetsGoPikachu #PokemonLetsGoEevee #PokemonGO http,[0.00135112 0.05469603 0.943953  ],Positive
53,1.00147e+18,"I feel like they're not going to reveal gen 8 on a children's variety show. My guess is more info on the upcoming movie, or the anime's next season. #PokemonLetsGo #PokemonSwitch",2018-05-29 14:30:32+00:00,"I feel like they're not going to reveal gen 8 on a children's variety show. My guess is more info on the upcoming movie, or the anime's next season. #PokemonLetsGo #PokemonSwitch",[0.47230577 0.49728733 0.03040708],Neutral
54,1.00147e+18,GET READY FOLKS #PokemonSwitch #PokemonLetsGo #PokemonLetsGoPikachu https://t.co/XOKgGTBdIQ,2018-05-29 14:25:01+00:00,GET READY FOLKS #PokemonSwitch #PokemonLetsGo #PokemonLetsGoPikachu http,[0.00260005 0.18174762 0.8156524 ],Positive
55,1.00147e+18,ITS HAPPENINGGFJXI #PokemonSwitch #PokemonLetsGo https://t.co/97rt5H4Ust,2018-05-29 14:23:44+00:00,ITS HAPPENINGGFJXI #PokemonSwitch #PokemonLetsGo http,[0.00355128 0.26409042 0.7323584 ],Positive
56,1.00147e+18,Hard Party  de #Pikachu #PokemonLetsGoEevee #Pokémon #PokemonLetsGoPikachu https://t.co/15B6byJkVA,2018-05-29 14:18:11+00:00,Hard Party  de #Pikachu #PokemonLetsGoEevee #Pokémon #PokemonLetsGoPikachu http,[0.00975978 0.47071543 0.5195249 ],Positive
57,1.00147e+18,Pokemon Lets Go Trolling,2018-05-29 14:09:43+00:00,Pokemon Lets Go Trolling,[0.0128725  0.70092624 0.28620118],Neutral
58,1.00147e+18,@buildabear LMFAO imagine if Pokemon Lets Go P/E was just a cross promotional event with Build-a-Bear.,2018-05-29 14:09:32+00:00,@user LMFAO imagine if Pokemon Lets Go P/E was just a cross promotional event with Build-a-Bear.,[0.08375834 0.63471717 0.28152442],Neutral
59,1.00147e+18,"@IAmBoosh_88 @Fallonator32 And this twitter is basically the #podcast when #PokemonSwitch #PokemonLetsGo comes out..don't need to listen....but please do, we need the view 😉🤣",2018-05-29 14:08:25+00:00,"@user @user And this twitter is basically the #podcast when #PokemonSwitch #PokemonLetsGo comes out..don't need to listen....but please do, we need the view 😉🤣",[0.0168457  0.25388294 0.72927135],Positive
60,1.00146e+18,Less than 5 minutes until supposed #PokemonLetsGo reveal / announcement!,2018-05-29 13:58:33+00:00,Less than 5 minutes until supposed #PokemonLetsGo reveal / announcement!,[0.00299724 0.3825388  0.614464  ],Positive
61,1.00146e+18,"@TyranitarTube Please don't let the name of the switch games be ""Pokémon: Lets Go Pikachu"" and ""Pokémon: Lets Go Eevee"". They could be called something much better.",2018-05-29 13:47:01+00:00,"@user Please don't let the name of the switch games be ""Pokémon: Lets Go Pikachu"" and ""Pokémon: Lets Go Eevee"". They could be called something much better.",[0.5250903  0.40083593 0.07407372],Negative
62,1.00146e+18,"Not going to get my hopes up, Ive been disappointed before, but it looks like its happening! #PokemonLetsGO
#Eevee
#Pikachu https://t.co/DBxKTdYry6",2018-05-29 13:42:18+00:00,"Not going to get my hopes up, Ive been disappointed before, but it looks like its happening! #PokemonLetsGO
#Eevee
#Pikachu http",[0.32204592 0.37744525 0.30050883],Neutral
63,1.00146e+18,@MustardSenor @MandJTV_Michael @Trickywii Pokemon lets go pikachu and eevee better have this,2018-05-29 13:38:02+00:00,@user @user @user Pokemon lets go pikachu and eevee better have this,[0.0112441 0.1895343 0.7992215],Positive
64,1.00146e+18,@Batalla_Epica Remake Shinnoh vs Pokemon Lets Go,2018-05-29 13:29:28+00:00,@user Remake Shinnoh vs Pokemon Lets Go,[0.00570846 0.7019796  0.29231194],Neutral
65,1.00145e+18,"This is what I expect on 31st May
1 #PokemonLetsGoPikachu announce
2 Show new protagonist
3 Introduce Meanie region(aka same old Kanto)
4 New Starter reveal, Fire is Bull or Goat zodiac, I can't figure water and grass
5 Bad snake legendary for Eevee version &amp; Good snake for Pika https://t.co/TzjhP0Q3Ra",2018-05-29 13:07:45+00:00,"This is what I expect on 31st May
1 #PokemonLetsGoPikachu announce
2 Show new protagonist
3 Introduce Meanie region(aka same old Kanto)
4 New Starter reveal, Fire is Bull or Goat zodiac, I can't figure water and grass
5 Bad snake legendary for Eevee version &amp; Good snake for Pika http",[0.06162806 0.8190549  0.11931708],Neutral
66,1.00144e+18,So May 31st is when #pokemon decides to show us a reveal trailer for #PokemonLetsGoPikachu and #PokemonLetsGoEevee lol can’t complain we finally getting something here,2018-05-29 12:22:55+00:00,So May 31st is when #pokemon decides to show us a reveal trailer for #PokemonLetsGoPikachu and #PokemonLetsGoEevee lol can’t complain we finally getting something here,[0.0027083  0.06119877 0.9360929 ],Positive
67,1.00142e+18,I'M CRYING 🤣 @theSupremeRk9s https://t.co/LcHBs0rtLT  #NintendoSwitch #PokemonSwitch #NintendoDirect #PokemonLetsGoEevee #PokemonLetsGoPikachu,2018-05-29 11:13:18+00:00,I'M CRYING 🤣 @user http  #NintendoSwitch #PokemonSwitch #NintendoDirect #PokemonLetsGoEevee #PokemonLetsGoPikachu,[0.01140967 0.13433068 0.85425967],Positive
68,1.00141e+18,"Brace yourselves... 
May 31st's #OhaSuta Episode will be reporting ""shocking news"" about the ""beginning of a new story"".
I don't think #PokemonSwitch will be announced without a previous #PokemonDirect, what'in your mind?🤔
#PokemonLetsGoPikachu #POKEMONLETSGOEEVEE 
#pokemon https://t.co/AfvLUOllHL",2018-05-29 10:41:52+00:00,"Brace yourselves... 
May 31st's #OhaSuta Episode will be reporting ""shocking news"" about the ""beginning of a new story"".
I don't think #PokemonSwitch will be announced without a previous #PokemonDirect, what'in your mind?🤔
#PokemonLetsGoPikachu #POKEMONLETSGOEEVEE 
#pokemon http",[0.31548664 0.6371096  0.04740379],Neutral
69,1.00141e+18,"Waiting for information on the new Pokemon games like....😫

#Pokemon
#NintendoSwitch 
#PokemonLetsGo https://t.co/PkYkB2TRl8",2018-05-29 10:26:37+00:00,"Waiting for information on the new Pokemon games like....😫

#Pokemon
#NintendoSwitch 
#PokemonLetsGo http",[0.04272931 0.6262054  0.33106527],Neutral
70,1.0014e+18,"So in the space of 2 hours, we've had ""shocking Pokémon news"" and ""a moment a new history is born"" change to ""Full of Pokémon Information"". This is still great, so stay hopefully! #PokemonSwitch #PokemonLetsGoPikachu #PokemonLetsGoEevee",2018-05-29 10:05:17+00:00,"So in the space of 2 hours, we've had ""shocking Pokémon news"" and ""a moment a new history is born"" change to ""Full of Pokémon Information"". This is still great, so stay hopefully! #PokemonSwitch #PokemonLetsGoPikachu #PokemonLetsGoEevee",[0.00241474 0.02373709 0.97384804],Positive
71,1.00139e+18,Seeing a lot of rumors for a Pokémon announcement this week. This. Feels. Right. #Letsgo #PokemonLetsGo #PokemonSwitch https://t.co/KkYJqB2L1Y,2018-05-29 09:13:33+00:00,Seeing a lot of rumors for a Pokémon announcement this week. This. Feels. Right. #Letsgo #PokemonLetsGo #PokemonSwitch http,[0.00547192 0.22835054 0.7661775 ],Positive
72,1.00139e+18,RUMOR: Pokemon Direct announcement could be within 24 hours. #PokemonSwitch #PokemonLetsGo,2018-05-29 09:11:49+00:00,RUMOR: Pokemon Direct announcement could be within 24 hours. #PokemonSwitch #PokemonLetsGo,[0.00271573 0.50554025 0.4917439 ],Neutral
73,1.00138e+18,pokemon lets go pikachu/eevee better not fuckin suck,2018-05-29 08:22:31+00:00,pokemon lets go pikachu/eevee better not fuckin suck,[0.6286442  0.21540841 0.15594743],Negative
