,tweet id,text,created at,preprocessed tweets,sentiment scores,sentiment
10,1214907732534464512,"@TriforceZard Sword and Shield DLC?
Sounds like someone doesn’t even play Pokémon.
They will never do DLC for mainstream titles, only spin-offs like Pokkén and Smash Bros.",2020-01-08 13:52:29+00:00,"@user Sword and Shield DLC?
Sounds like someone doesn’t even play Pokémon.
They will never do DLC for mainstream titles, only spin-offs like Pokkén and Smash Bros.",[0.8129788  0.17047592 0.01654524],Negative
11,1214878685053931520,@mrpyo1 I’d like a pack of several of the old games on a cartridge as a retro Pokémon pack or even better sword and shield dlc (preferably free).,2020-01-08 11:57:04+00:00,@user I’d like a pack of several of the old games on a cartridge as a retro Pokémon pack or even better sword and shield dlc (preferably free).,[0.00691697 0.29634976 0.6967331 ],Positive
12,1214875823129288705,"Pokemon Direct...

5 mins of Pokemon sword and Shield DLC or Patch
5 mins of Pokemon Sleep
5 mins of Pokemon Home
5 mins of Pokemon Go",2020-01-08 11:45:42+00:00,"Pokemon Direct...

5 mins of Pokemon sword and Shield DLC or Patch
5 mins of Pokemon Sleep
5 mins of Pokemon Home
5 mins of Pokemon Go",[0.00894834 0.88287634 0.10817534],Neutral
13,1214860200227815424,"@Tweeternoobie @KOLShoufu Home, Sleep, a Masters update, and Sword and Shield DLC. No Sinnoh. Calling it now",2020-01-08 10:43:37+00:00,"@user @user Home, Sleep, a Masters update, and Sword and Shield DLC. No Sinnoh. Calling it now",[0.07692409 0.8374664  0.08560944],Neutral
14,1214857459145330691,sinnoh remakes would be kino but im really hoping for sword and shield dlc (free dlc hopefully) that adds more to the game,2020-01-08 10:32:43+00:00,sinnoh remakes would be kino but im really hoping for sword and shield dlc (free dlc hopefully) that adds more to the game,[0.00571204 0.12992345 0.8643647 ],Positive
15,1214838777119756288,So. Remakes of Diamond and Pearl? Sequels to Sword and Shield? DLC for Sword and Shield or connectivity to Pokemon Home? https://t.co/IiUIWmyiug,2020-01-08 09:18:29+00:00,So. Remakes of Diamond and Pearl? Sequels to Sword and Shield? DLC for Sword and Shield or connectivity to Pokemon Home? http,[0.00586082 0.9241117  0.07002748],Neutral
16,1214801121430163456,@JynxClub I want Sword and Shield DLC or more raid events,2020-01-08 06:48:51+00:00,@user I want Sword and Shield DLC or more raid events,[0.01853443 0.5798763  0.40158924],Neutral
17,1214780559936778242,"@Delzethin I wonder if it’ll be Sword and Shield DLC, a first for the series",2020-01-08 05:27:09+00:00,"@user I wonder if it’ll be Sword and Shield DLC, a first for the series",[0.00696906 0.7718135  0.22121747],Neutral
18,1214777108444196864,Sword &amp; Shield DLC https://t.co/9Y4G1fUSMH,2020-01-08 05:13:26+00:00,Sword &amp; Shield DLC http,[0.00983196 0.86733836 0.12282981],Neutral
19,1214764765144371200,I predict for the Pokemon Direct they’ll talk about Pokemon Home a lot. Maybe Pokemon Sleep too if that’s still a thing. PoGo. Masters. And a new spinoff title. I’d love to see some (free!!) Sword/Shield DLC for postgame story or something.,2020-01-08 04:24:23+00:00,I predict for the Pokemon Direct they’ll talk about Pokemon Home a lot. Maybe Pokemon Sleep too if that’s still a thing. PoGo. Masters. And a new spinoff title. I’d love to see some (free!!) Sword/Shield DLC for postgame story or something.,[0.00310345 0.11974303 0.8771535 ],Positive
20,1214736574925156353,"Pokémon Direct Predictions:

1. Home/Sleep release dates
2. Sword/Shield DLC with a new campaign in Galar and returning Pokémon from previous generations. 

Mid-generation Pokémon games don’t sell as many copies. Overpriced DLC ($30? $40?) might be more profitable.",2020-01-08 02:32:22+00:00,"Pokémon Direct Predictions:

1. Home/Sleep release dates
2. Sword/Shield DLC with a new campaign in Galar and returning Pokémon from previous generations. 

Mid-generation Pokémon games don’t sell as many copies. Overpriced DLC ($30? $40?) might be more profitable.",[0.06717346 0.8401797  0.09264689],Neutral
21,1214735370325118976,"@Saru245Reborn Have you ever watched the Diamond and Pearl anime? I loved it and Dawn as a kid! And yeah, I don't know what we'll get in this Direct. How crazy would it get if we get Sword/Shield DLC?",2020-01-08 02:27:35+00:00,"@user Have you ever watched the Diamond and Pearl anime? I loved it and Dawn as a kid! And yeah, I don't know what we'll get in this Direct. How crazy would it get if we get Sword/Shield DLC?",[0.02238857 0.17885563 0.79875576],Positive
22,1214723417313816580,@PokemonCheese I’d love a Let’s Go Gen 2 version. Expecting Sword/Shield DLC tho,2020-01-08 01:40:05+00:00,@user I’d love a Let’s Go Gen 2 version. Expecting Sword/Shield DLC tho,[0.00631343 0.15613247 0.8375541 ],Positive
23,1214689102072877056,"&gt;&gt; Pokemon Sword and Shield DLC (My Theories)

•They have Been Updating the Game a lot recently and There May Be a 50-50 Chance on That they will be Announcing A Sw&amp;Sh DLC. 

•What I expect to be in this DLC is Bug Fixes, More Raids, and Possibly a Addition to the Storyline.",2020-01-07 23:23:44+00:00,"&gt;&gt; Pokemon Sword and Shield DLC (My Theories)

•They have Been Updating the Game a lot recently and There May Be a 50-50 Chance on That they will be Announcing A Sw&amp;Sh DLC. 

•What I expect to be in this DLC is Bug Fixes, More Raids, and Possibly a Addition to the Storyline.",[0.00634425 0.80509156 0.18856414],Neutral
24,1214684868757602305,Honestly I have no clue what they are gonna add. Probably new Pokémon for some sword/shield Dlc possibly? https://t.co/yM9FUsBRwl,2020-01-07 23:06:55+00:00,Honestly I have no clue what they are gonna add. Probably new Pokémon for some sword/shield Dlc possibly? http,[0.47002473 0.50351703 0.0264582 ],Neutral
25,1214660223161552897,"@ArloStuff it says ""new pokémon information"" so i personally assume it's generation 4 remakes, mayyyybeeeeee sword and shield dlc",2020-01-07 21:28:59+00:00,"@user it says ""new pokémon information"" so i personally assume it's generation 4 remakes, mayyyybeeeeee sword and shield dlc",[0.01078281 0.8605349  0.12868232],Neutral
26,1214656809677529091,"Home most likely, Diamond &amp; Pearl remakes less likely atm, Sword &amp; Shield DLC possibly, third installment to the Colosseum/XD Gale of Darkness series would be dope. #PokemonDirect",2020-01-07 21:15:25+00:00,"Home most likely, Diamond &amp; Pearl remakes less likely atm, Sword &amp; Shield DLC possibly, third installment to the Colosseum/XD Gale of Darkness series would be dope. #PokemonDirect",[0.00580538 0.2068454  0.7873493 ],Positive
27,1214656546807984128,"@steamedwoomys @NotBaggy What I want: Pokémon sword and shield dlc, a crazy reveal of every Pokémon being available, patch for the shiny method (killing), and maybe new Pokémon added or a new Galarian form or two, and then a diamond and pearl teaser",2020-01-07 21:14:22+00:00,"@user @user What I want: Pokémon sword and shield dlc, a crazy reveal of every Pokémon being available, patch for the shiny method (killing), and maybe new Pokémon added or a new Galarian form or two, and then a diamond and pearl teaser",[0.0098646  0.38411397 0.6060214 ],Positive
28,1214653555925237770,"@DoomAssistMe Yea definitely weird especially so close to a past game releases and in june, i guess sword shield dlc and some spin offs? and pokemon home abd sleep i guess",2020-01-07 21:02:29+00:00,"@user Yea definitely weird especially so close to a past game releases and in june, i guess sword shield dlc and some spin offs? and pokemon home abd sleep i guess",[0.54921794 0.42606664 0.02471546],Negative
29,1214646149866328064,"Pokemon direct what I'm expecting:
Sword and shield dlc expansion adding more pokemon story and things to do.
Home update
Sleep update 
What I want:
A pmd game but its an actual rougelike
Sward and shield dlc (way better and easy for game freak to do)",2020-01-07 20:33:03+00:00,"Pokemon direct what I'm expecting:
Sword and shield dlc expansion adding more pokemon story and things to do.
Home update
Sleep update 
What I want:
A pmd game but its an actual rougelike
Sward and shield dlc (way better and easy for game freak to do)",[0.01183109 0.52407914 0.46408975],Neutral
30,1214642854896820224,"Predictions/hopes for the direct:
- Sword and Shield DLC...of some kind???
- New spin-off game
- Mobile app announcements/updates (Go, Masters (pvp pls), Home, etc.)
- Something cool/unexpected.

They usually keep these directs focused, so who knows how much variety there’ll be.",2020-01-07 20:19:58+00:00,"Predictions/hopes for the direct:
- Sword and Shield DLC...of some kind???
- New spin-off game
- Mobile app announcements/updates (Go, Masters (pvp pls), Home, etc.)
- Something cool/unexpected.

They usually keep these directs focused, so who knows how much variety there’ll be.",[0.00803089 0.5259187  0.46605036],Neutral
31,1214637707399454721,"Kind of like Taylor Swift's career, Nintendo is fueled by communal rage. Will the Pokemon Direct bring is a new Mystery Dungeon for Switch, the Gen 4 Sinnoh remakes, or Sword and Shield DLC? Or will we just get updates on Pokemon Sleep and Pokemon Home? https://t.co/D1IzmZZtwn",2020-01-07 19:59:30+00:00,"Kind of like Taylor Swift's career, Nintendo is fueled by communal rage. Will the Pokemon Direct bring is a new Mystery Dungeon for Switch, the Gen 4 Sinnoh remakes, or Sword and Shield DLC? Or will we just get updates on Pokemon Sleep and Pokemon Home? http",[0.2525623  0.67859167 0.06884609],Neutral
32,1214637662054887425,"The Pokemon direct will consist of 
- Sword and shield dlc
- pokemon home shit 
- pokemon sleep shit 
- new spin off game?",2020-01-07 19:59:20+00:00,"The Pokemon direct will consist of 
- Sword and shield dlc
- pokemon home shit 
- pokemon sleep shit 
- new spin off game?",[0.44209164 0.5206986  0.0372099 ],Neutral
33,1214637138144354304,"Expectations for the Pokemon Direct:
Pokemon Home
Pokemon Sleep
Detective Pikachu
Hopes: 
Sword &amp; Shield DLC with Mythical Pokemon
Pokemon Mystery dungeon for the Switch
What i don't want: 
A new game announcement this early",2020-01-07 19:57:15+00:00,"Expectations for the Pokemon Direct:
Pokemon Home
Pokemon Sleep
Detective Pikachu
Hopes: 
Sword &amp; Shield DLC with Mythical Pokemon
Pokemon Mystery dungeon for the Switch
What i don't want: 
A new game announcement this early",[0.01788238 0.5778243  0.40429324],Neutral
34,1214628473215619073,"Always surprises me to see these videos pop-up in no time! Kudos @GameXplain
Pokémon Direct PREDICTIONS - Sword &amp; Shield DLC, Smash Bros Fighter, Gen... https://t.co/4BkB4yQ9Rj via @YouTube",2020-01-07 19:22:49+00:00,"Always surprises me to see these videos pop-up in no time! Kudos @user Direct PREDICTIONS - Sword &amp; Shield DLC, Smash Bros Fighter, Gen... http via @user",[0.00229825 0.01956894 0.9781329 ],Positive
35,1214627052671950849,"Pokemon Nintendo Direct January 2020? Pokemon Direct Predictions, Sword and Shield DLC, New Games?

https://t.co/lNgKxtHrJW

 . https://t.co/j9oYnqbOjB",2020-01-07 19:17:10+00:00,"Pokemon Nintendo Direct January 2020? Pokemon Direct Predictions, Sword and Shield DLC, New Games?

https://t.co/lNgKxtHrJW

 . http",[0.00488045 0.80069304 0.19442649],Neutral
36,1214620872029413381,"What I want out of the Pokémon Direct: 

1. Pokémon snap 2, duh
2. A weird spin off that makes us feel like we’re in the Pokémon world
3. Pokemon sleep details
4. I guess sword and shield DLC would be cool or a third bow and arrow game would be okay I guess too?
#PokemonDirect",2020-01-07 18:52:37+00:00,"What I want out of the Pokémon Direct: 

1. Pokémon snap 2, duh
2. A weird spin off that makes us feel like we’re in the Pokémon world
3. Pokemon sleep details
4. I guess sword and shield DLC would be cool or a third bow and arrow game would be okay I guess too?
#PokemonDirect",[0.01389272 0.4537285  0.5323788 ],Positive
37,1214613185296244736,"@NintendoAmerica Another bomb like Sword and Shield (DLC for try anything for a better game... no way), Pokémon Prison ""a.k.a Home"" or 4th gen remake! No believe in great news!

Need more popcorn from MJ for see next episodes",2020-01-07 18:22:04+00:00,"@user Another bomb like Sword and Shield (DLC for try anything for a better game... no way), Pokémon Prison ""a.k.a Home"" or 4th gen remake! No believe in great news!

Need more popcorn from MJ for see next episodes",[0.27393815 0.31696084 0.4091011 ],Positive
38,1214611366994153472,@aDrive_tK Hoping for the Sword and Shield DLC and the Diamond and Pearl remakes.,2020-01-07 18:14:50+00:00,@user Hoping for the Sword and Shield DLC and the Diamond and Pearl remakes.,[0.00305008 0.14759232 0.8493576 ],Positive
39,1214608189318205442,"What I would expect from most likely to least likely IMO;

-Pokemon Home
-Pokemon Sleep
-Sword and Shield G-Max Raid update for next week
-Spinoff Game Stuff (Pokken DLC, new PMD game, etc)
-DP remakes
-Sword and Shield DLC
-
-
-
-
-
-
-Smash",2020-01-07 18:02:13+00:00,"What I would expect from most likely to least likely IMO;

-Pokemon Home
-Pokemon Sleep
-Sword and Shield G-Max Raid update for next week
-Spinoff Game Stuff (Pokken DLC, new PMD game, etc)
-DP remakes
-Sword and Shield DLC
-
-
-
-
-
-
-Smash",[0.0618737  0.86430573 0.07382055],Neutral
40,1214607547371577346,"@Random_Factor Announcing sword and shield dlc, baby!",2020-01-07 17:59:40+00:00,"@user Announcing sword and shield dlc, baby!",[0.00251359 0.16805491 0.8294315 ],Positive
41,1214607447224147971,@NinSwitchNews @PokemonGoNews @NintendoAmerica Sword and shield DLC for new area containing more mainstream competitive pokemon not yet in the galar dex?,2020-01-07 17:59:16+00:00,@user @user @user Sword and shield DLC for new area containing more mainstream competitive pokemon not yet in the galar dex?,[0.01388381 0.9425346  0.04358155],Neutral
42,1214607086543224833,@RGT_85 Probably Sleep and Detective Pikachu focused. With maybe a sprinkle of Sword and Shield DLC,2020-01-07 17:57:50+00:00,@user Probably Sleep and Detective Pikachu focused. With maybe a sprinkle of Sword and Shield DLC,[0.00652175 0.78293383 0.21054445],Neutral
43,1214606882817617920,@RogersBase Sword and Shield dlc im calling it.,2020-01-07 17:57:01+00:00,@user Sword and Shield dlc im calling it.,[0.01759303 0.7910782  0.19132866],Neutral
44,1214606684368330753,"Pokémon Direct PREDICTIONS - Sword &amp; Shield DLC, Smash Bros Fighter, Gen 4 Remake, Spin-offs &amp; More! https://t.co/ueF7kv0eTZ",2020-01-07 17:56:14+00:00,"Pokémon Direct PREDICTIONS - Sword &amp; Shield DLC, Smash Bros Fighter, Gen 4 Remake, Spin-offs &amp; More! http",[0.00326747 0.717784   0.27894855],Neutral
45,1214605891137363968,"Pokémon Direct PREDICTIONS - Sword &amp; Shield DLC, Smash Bros Fighter, Gen 4 Remake, Spin-offs &amp; More!

https://t.co/sIJiZUGAjH

 . https://t.co/fmIXQeUYwR",2020-01-07 17:53:05+00:00,"Pokémon Direct PREDICTIONS - Sword &amp; Shield DLC, Smash Bros Fighter, Gen 4 Remake, Spin-offs &amp; More!

https://t.co/sIJiZUGAjH

 . http",[0.00431858 0.7040048  0.29167667],Neutral
46,1214605607833161729,"@JoeMerrick Pie in the sky, sword and shield DLC of some kind.",2020-01-07 17:51:57+00:00,"@user Pie in the sky, sword and shield DLC of some kind.",[0.02531288 0.835988   0.13869911],Neutral
47,1214601149854162946,@Stealth40k I’m thinking Detective Pikachu 2 or Sword/Shield DLC,2020-01-07 17:34:14+00:00,@user I’m thinking Detective Pikachu 2 or Sword/Shield DLC,[0.00690523 0.7785162  0.2145786 ],Neutral
48,1214597448582217728,@GotNintendo I'm ok with Sword &amp; Shield DLC. I'm tired of Sequel/Third versions.,2020-01-07 17:19:32+00:00,@user I'm ok with Sword &amp; Shield DLC. I'm tired of Sequel/Third versions.,[0.24057408 0.555387   0.2040389 ],Neutral
49,1214597315375308800,This I did not expect! Sword/Shield DLC? Gen 4 remakes? Pokémon Go info? New spinoff games? My mind is racing! https://t.co/cvqITZs9n8,2020-01-07 17:19:00+00:00,This I did not expect! Sword/Shield DLC? Gen 4 remakes? Pokémon Go info? New spinoff games? My mind is racing! http,[0.02991825 0.16693103 0.8031507 ],Positive
50,1214596650322321408,@Justin__jpeg sword and shield dlc and pokemon home are the most likely,2020-01-07 17:16:22+00:00,@user sword and shield dlc and pokemon home are the most likely,[0.0069445 0.6633974 0.329658 ],Neutral
51,1214595457260933120,"@FGCpringles pokemon home and maybe a sword and shield dlc update thing because Nintendo is doing more of those

or pokemon max sword and max shield for £50 🗿",2020-01-07 17:11:37+00:00,"@user pokemon home and maybe a sword and shield dlc update thing because Nintendo is doing more of those

or pokemon max sword and max shield for £50 🗿",[0.02919925 0.8050961  0.16570473],Neutral
52,1214594268926316544,@VCiPz Yah it’s going to be a port/remake of the 3Ds game which I still have in plastic wrap lol 😂 i meant to play it and never did ... heard it’s a gem though ... best case for real news maybe sword and shield dlc ? Worst case Pokémon home and sleep street dates,2020-01-07 17:06:54+00:00,@user Yah it’s going to be a port/remake of the 3Ds game which I still have in plastic wrap lol 😂 i meant to play it and never did ... heard it’s a gem though ... best case for real news maybe sword and shield dlc ? Worst case Pokémon home and sleep street dates,[0.2702044  0.42138484 0.30841076],Neutral
53,1214593526228377600,"This is the longest Pokémon Direct ever, who’s hyped?!

My predictions:
- News on Pokémon Home and Sleep
- Pokemon Sword and Shield DLC and fixes
- Confirmation that Diamond and Pearl remakes being worked on (probably no release date)
- Maybe something on Pokémon GO and Masters https://t.co/JRPf3PCSa5",2020-01-07 17:03:57+00:00,"This is the longest Pokémon Direct ever, who’s hyped?!

My predictions:
- News on Pokémon Home and Sleep
- Pokemon Sword and Shield DLC and fixes
- Confirmation that Diamond and Pearl remakes being worked on (probably no release date)
- Maybe something on Pokémon GO and Masters http",[0.00509617 0.13680133 0.8581026 ],Positive
54,1214592082544930822,I bet we are getting Pokemon sword and shield Dlc,2020-01-07 16:58:13+00:00,I bet we are getting Pokemon sword and shield Dlc,[0.02749799 0.6441828  0.32831925],Neutral
55,1214585476612530179,"@Ember_GN I'm guessing we'll get gen 2 Let's Go games, Sword/Shield DLC/updates, and probably some spin-off. Oh, and more mobile crap.

Diamond/Pearl remakes, maybe? Bet they change the Great Marsh into a ""Wild Area"" equivalent 😛",2020-01-07 16:31:58+00:00,"@user I'm guessing we'll get gen 2 Let's Go games, Sword/Shield DLC/updates, and probably some spin-off. Oh, and more mobile crap.

Diamond/Pearl remakes, maybe? Bet they change the Great Marsh into a ""Wild Area"" equivalent 😛",[0.35294944 0.5464388  0.10061178],Neutral
56,1214583748395597825,"Well, it comes to my attention a Pokemon Direct has been announced! Here are my thoughts:

Gen 4 Remakes.
PMD Revival.
Sword &amp; Shield DLC.
Let's Go Johto Teaser.
Detective Pikachu 2 Game &amp; Movie Announcement. If i get any of those right, I'll eat some Baby Carrots!",2020-01-07 16:25:06+00:00,"Well, it comes to my attention a Pokemon Direct has been announced! Here are my thoughts:

Gen 4 Remakes.
PMD Revival.
Sword &amp; Shield DLC.
Let's Go Johto Teaser.
Detective Pikachu 2 Game &amp; Movie Announcement. If i get any of those right, I'll eat some Baby Carrots!",[0.00426068 0.12605938 0.86967987],Positive
57,1214578371558023168,@NintendoAmerica SWORD AND SHIELD DLC PLZ,2020-01-07 16:03:44+00:00,@user SWORD AND SHIELD DLC PLZ,[0.02143988 0.60302794 0.37553218],Neutral
58,1214577900814585857,@8bitAnarchist @ACH0N3y Another bomb like Sword and Shield (DLC no believe) or 4th gen! No have expectives for it,2020-01-07 16:01:51+00:00,@user @user Another bomb like Sword and Shield (DLC no believe) or 4th gen! No have expectives for it,[0.5783922 0.3050834 0.1165244],Negative
59,1214577323942518784,"Interesting. Given the huge success of Detective Pikachu, a Switch remaster of the 3DS game has got to be a given.

Sword and Shield DLC seems likely too, as does more info on Pokemon Home and Sleep.

Would love a 'Let's Go' style 'Gold and Silver' remake though.... https://t.co/xjVgim62TT",2020-01-07 15:59:34+00:00,"Interesting. Given the huge success of Detective Pikachu, a Switch remaster of the 3DS game has got to be a given.

Sword and Shield DLC seems likely too, as does more info on Pokemon Home and Sleep.

Would love a 'Let's Go' style 'Gold and Silver' remake though.... http",[0.00205374 0.0665753  0.931371  ],Positive
60,1214574899269898240,@NintendoAmerica Yooo Pokémon sword and shield DLC is coming omg bro’s we’re gonna get the national sexy back yey,2020-01-07 15:49:56+00:00,@user Yooo Pokémon sword and shield DLC is coming omg bro’s we’re gonna get the national sexy back yey,[0.00154838 0.01926126 0.97919035],Positive
61,1214571456052551681,"I wouldn't get more hopes up for Gen 4 remakes or Sequel/Third versions of Sword and Shield. 

Sword &amp; Shield DLC is more likely than those two. https://t.co/sT5TcB0zXs",2020-01-07 15:36:15+00:00,"I wouldn't get more hopes up for Gen 4 remakes or Sequel/Third versions of Sword and Shield. 

Sword &amp; Shield DLC is more likely than those two. http",[0.4231496  0.5190897  0.05776076],Neutral
62,1214570383560581122,"Im hoping for some sword and shield dlc, detective pikachu 2 and some info about Pokémon home and Pokémon sleep. What I don't want is a new main game whether it's remakes or a new let's go game, rushed development of yearly releases games hurt workers rights and fans expectations https://t.co/Anu0fhTBaT",2020-01-07 15:31:59+00:00,"Im hoping for some sword and shield dlc, detective pikachu 2 and some info about Pokémon home and Pokémon sleep. What I don't want is a new main game whether it's remakes or a new let's go game, rushed development of yearly releases games hurt workers rights and fans expectations http",[0.25403094 0.57836777 0.16760138],Neutral
63,1214570164609531904,@sonicpulsar Exactly what I was thinking and maybe some future Sword and Shield DLC announced,2020-01-07 15:31:07+00:00,@user Exactly what I was thinking and maybe some future Sword and Shield DLC announced,[0.00930693 0.6839417  0.30675128],Neutral
64,1214569766020636673,"pokemon direct leak:
- 10 minutes of pokemon home
- 5 minutes of pokemon sword/shield dlc
- 5 minutes of intelleon smash dlc with sakurai gameplay after the direct",2020-01-07 15:29:32+00:00,"pokemon direct leak:
- 10 minutes of pokemon home
- 5 minutes of pokemon sword/shield dlc
- 5 minutes of intelleon smash dlc with sakurai gameplay after the direct",[0.0140169  0.9202211  0.06576195],Neutral
65,1214566068099792902,Sword and Shield DLC would seem kinda pointless when the next game is only 10 months away lol,2020-01-07 15:14:50+00:00,Sword and Shield DLC would seem kinda pointless when the next game is only 10 months away lol,[0.65592116 0.3118292  0.03224959],Negative
66,1214565491613634563,"Pokemon Direct Predictions
- Sword and Shield DLC that adds the national dex and the missing pokemon
- Detective Pikachu 2
- Whatever the fuck pokemon sleep was
- Teaser for a Diamond and Pearl Remake",2020-01-07 15:12:33+00:00,"Pokemon Direct Predictions
- Sword and Shield DLC that adds the national dex and the missing pokemon
- Detective Pikachu 2
- Whatever the fuck pokemon sleep was
- Teaser for a Diamond and Pearl Remake",[0.1199268  0.80104876 0.07902445],Neutral
67,1214565118677147649,@Pokemon Plz be sword and shield DLC. I’d love story dlc that would be awesome and Pokémon is well suited to it.,2020-01-07 15:11:04+00:00,@user Plz be sword and shield DLC. I’d love story dlc that would be awesome and Pokémon is well suited to it.,[0.00405041 0.02426364 0.9716858 ],Positive
68,1214564906298527744,"wait I got it

Pokemon Sword &amp; Shield dlc that slowly reintroduces old pokemon",2020-01-07 15:10:13+00:00,"wait I got it

Pokemon Sword &amp; Shield dlc that slowly reintroduces old pokemon",[0.00896802 0.69989246 0.29113948],Neutral
69,1214564413216157696,or what if....... hmmmmm.... y'know.... Sword and Shield DLC????,2020-01-07 15:08:16+00:00,or what if....... hmmmmm.... y'know.... Sword and Shield DLC????,[0.011306   0.8719028  0.11679132],Neutral
70,1214564162703020033,@ALinkToThePasty @NintendoUK Probably just about Pokemon Home -  some sort of Sword/Shield DLC would be awesome though,2020-01-07 15:07:16+00:00,@user @user Probably just about Pokemon Home -  some sort of Sword/Shield DLC would be awesome though,[0.00523643 0.09527283 0.8994908 ],Positive
71,1214564066745651206,"pokemon direct? already? well, enjoy your sword and shield DLC, i guess? https://t.co/sXssvFau5c",2020-01-07 15:06:53+00:00,"pokemon direct? already? well, enjoy your sword and shield DLC, i guess? http",[0.00616577 0.21120301 0.7826311 ],Positive
72,1214564009975795713,@NintendoAmerica SWORD AND SHIELD DLC!!!!!,2020-01-07 15:06:40+00:00,@user SWORD AND SHIELD DLC!!!!!,[0.00450473 0.22009969 0.77539563],Positive
73,1214563333665247238,"How mad would everyone be if the Pokemon Direct announced Sword and Shield DLC, but still not expanding out to a complete National Dex?

I doubt there will be any post launch content for SwSh, but it's fun to think about.",2020-01-07 15:03:58+00:00,"How mad would everyone be if the Pokemon Direct announced Sword and Shield DLC, but still not expanding out to a complete National Dex?

I doubt there will be any post launch content for SwSh, but it's fun to think about.",[0.33992657 0.5258804  0.1341931 ],Neutral
74,1214562292907405320,Most likely Pokémon Home or Sword/Shield DLC. Can’t wait to transfer my shiny Machamp from UM https://t.co/xY0f8nCUNz,2020-01-07 14:59:50+00:00,Most likely Pokémon Home or Sword/Shield DLC. Can’t wait to transfer my shiny Machamp from UM http,[0.00152649 0.03738622 0.9610873 ],Positive
